Instance,Terminal,Layer,X location,Y location,Voltage
_239_,VSS,Metal1,69.2300,75.8470,0.000568
_238_,VSS,Metal1,75.9500,82.9120,0.000531
_237_,VSS,Metal1,63.4700,75.8470,0.000532
_236_,VSS,Metal1,75.4700,53.1670,0.000198
_235_,VSS,Metal1,71.6300,60.2320,0.001048
_234_,VSS,Metal1,58.1900,60.7270,0.001039
_233_,VSS,Metal1,74.5100,52.6720,0.000195
_232_,VSS,Metal1,38.9900,83.4070,0.000367
_231_,VSS,Metal1,37.5500,83.4070,0.000276
_230_,VSS,Metal1,43.3100,68.2870,0.000790
_229_,VSS,Metal1,43.3100,60.7270,0.000985
_228_,VSS,Metal1,51.2500,45.1120,0.003159
_227_,VSS,Metal1,71.6300,45.1120,0.003543
_226_,VSS,Metal1,74.0300,22.9270,0.001466
_225_,VSS,Metal1,44.5300,22.9270,0.001415
_224_,VSS,Metal1,29.8700,22.9270,0.001339
_223_,VSS,Metal1,6.6100,83.4070,0.000270
_222_,VSS,Metal1,8.2700,82.9120,0.000257
_221_,VSS,Metal1,6.6100,67.7920,0.000137
_220_,VSS,Metal1,8.7500,60.7270,0.000237
_219_,VSS,Metal1,9.7100,45.6070,0.000631
_218_,VSS,Metal1,9.7100,45.1120,0.000631
_217_,VSS,Metal1,15.9500,30.4870,0.000087
_216_,VSS,Metal1,7.7900,22.9270,0.000152
_215_,VSS,Metal1,9.2300,22.9270,0.000147
_214_,VSS,Metal1,55.0900,82.9120,0.000485
_213_,VSS,Metal1,71.6300,45.6070,0.003543
_212_,VSS,Metal1,61.3300,82.9120,0.000530
_211_,VSS,Metal1,77.3900,82.9120,0.000531
_210_,VSS,Metal1,32.0100,22.4080,0.001406
_209_,VSS,Metal1,34.2290,83.4310,0.000210
_208_,VSS,Metal1,24.0800,83.4930,0.000110
_207_,VSS,Metal1,26.1730,82.8500,0.000185
_206_,VSS,Metal1,23.5000,82.8700,0.000110
_205_,VSS,Metal1,35.3500,75.8530,0.000496
_204_,VSS,Metal1,38.5420,75.8330,0.000502
_203_,VSS,Metal1,35.6690,82.8880,0.000210
_202_,VSS,Metal1,37.6930,75.2900,0.000502
_201_,VSS,Metal1,32.6200,75.8900,0.000496
_200_,VSS,Metal1,29.6050,75.8520,0.000496
_199_,VSS,Metal1,27.5860,75.9100,0.000036
_198_,VSS,Metal1,27.5090,83.4310,0.000200
_197_,VSS,Metal1,23.1890,90.4480,0.000308
_196_,VSS,Metal1,30.4650,68.3030,0.000108
_195_,VSS,Metal1,25.6950,75.8630,0.000032
_194_,VSS,Metal1,40.8800,68.3730,0.000715
_193_,VSS,Metal1,35.9800,68.3300,0.000535
_192_,VSS,Metal1,32.4850,60.7320,0.000912
_191_,VSS,Metal1,34.3330,67.7300,0.000527
_190_,VSS,Metal1,30.8690,67.7680,0.000108
_189_,VSS,Metal1,25.5200,67.7060,0.000088
_188_,VSS,Metal1,34.7850,60.7430,0.000978
_187_,VSS,Metal1,24.7350,60.7430,0.000090
_186_,VSS,Metal1,40.7650,52.7650,0.000097
_185_,VSS,Metal1,36.7060,52.6100,0.000094
_184_,VSS,Metal1,34.8850,45.6120,0.000888
_183_,VSS,Metal1,42.9750,52.6560,0.000099
_182_,VSS,Metal1,42.3890,53.1910,0.000099
_181_,VSS,Metal1,43.4530,45.6700,0.001516
_180_,VSS,Metal1,60.3980,44.6750,0.003174
_179_,VSS,Metal1,34.6130,52.5900,0.000094
_178_,VSS,Metal1,32.8660,45.6700,0.000863
_177_,VSS,Metal1,32.1100,52.6900,0.000078
_176_,VSS,Metal1,32.3090,60.2080,0.000912
_175_,VSS,Metal1,27.4400,60.8130,0.000093
_174_,VSS,Metal1,30.4650,45.6230,0.000119
_173_,VSS,Metal1,26.6550,45.0960,0.000097
_172_,VSS,Metal1,46.2290,45.6310,0.003021
_171_,VSS,Metal1,41.2600,45.0700,0.001206
_170_,VSS,Metal1,38.2450,45.1070,0.001123
_169_,VSS,Metal1,39.1330,45.6700,0.001123
_168_,VSS,Metal1,33.2690,45.0880,0.000863
_167_,VSS,Metal1,26.9600,45.6930,0.000097
_166_,VSS,Metal1,47.2650,38.0630,0.000381
_165_,VSS,Metal1,36.2250,45.0960,0.000989
_164_,VSS,Metal1,56.2830,44.9900,0.003159
_163_,VSS,Metal1,62.3470,38.2070,0.000497
_162_,VSS,Metal1,63.3060,37.4700,0.000502
_161_,VSS,Metal1,63.5850,45.0960,0.003254
_160_,VSS,Metal1,66.3820,37.5660,0.000529
_159_,VSS,Metal1,69.7490,38.0710,0.000558
_158_,VSS,Metal1,67.4530,45.0500,0.003281
_157_,VSS,Metal1,65.8130,23.0100,0.001454
_156_,VSS,Metal1,66.3200,38.1330,0.000529
_155_,VSS,Metal1,54.3890,38.0710,0.000495
_154_,VSS,Metal1,40.8800,38.1330,0.000364
_153_,VSS,Metal1,65.5330,30.5500,0.000441
_152_,VSS,Metal1,62.2570,30.0060,0.000284
_151_,VSS,Metal1,69.2000,23.0130,0.001457
_150_,VSS,Metal1,66.3200,29.9060,0.000441
_149_,VSS,Metal1,70.4100,29.9680,0.000445
_148_,VSS,Metal1,62.9600,23.0130,0.001454
_147_,VSS,Metal1,57.8260,22.3700,0.001441
_146_,VSS,Metal1,59.3770,22.9130,0.001451
_145_,VSS,Metal1,43.7330,22.2730,0.001415
_144_,VSS,Metal1,46.6130,22.3500,0.001440
_143_,VSS,Metal1,42.3500,15.3670,0.000003
_142_,VSS,Metal1,39.9890,29.9680,0.000174
_141_,VSS,Metal1,44.0790,29.9060,0.000179
_140_,VSS,Metal1,55.5300,29.9680,0.000203
_139_,VSS,Metal1,54.8000,22.3460,0.001441
_138_,VSS,Metal1,40.3730,22.3500,0.001406
_137_,VSS,Metal1,34.6120,30.0600,0.000161
_136_,VSS,Metal1,35.4390,22.3460,0.001406
_135_,VSS,Metal1,65.4220,75.8330,0.000531
_134_,VSS,Metal1,65.3150,67.8850,0.000819
_133_,VSS,Metal1,67.3360,60.2030,0.001042
_132_,VSS,Metal1,69.0660,53.2500,0.000178
_131_,VSS,Metal1,73.6930,53.2300,0.000195
_130_,VSS,Metal1,72.7060,67.7300,0.000819
_129_,VSS,Metal1,69.8530,60.1700,0.001042
_128_,VSS,Metal1,67.7150,67.8850,0.000819
_127_,VSS,Metal1,70.3350,67.7760,0.000819
_126_,VSS,Metal1,65.0530,60.1700,0.001042
_125_,VSS,Metal1,12.4470,29.9700,0.000122
_124_,VSS,Metal1,12.4470,22.9490,0.000146
_123_,VSS,Metal1,12.9270,30.5090,0.000122
_122_,VSS,Metal1,12.5120,38.0690,0.000100
_121_,VSS,Metal1,12.5120,52.6500,0.000073
_120_,VSS,Metal1,12.5120,60.2100,0.000184
_119_,VSS,Metal1,12.5120,68.3090,0.000089
_118_,VSS,Metal1,12.5120,75.8690,0.000035
_117_,VSS,Metal1,12.5120,90.4500,0.000314
