Instance,Terminal,Layer,X location,Y location,Voltage
_230_,VDD,Metal1,43.3100,71.4880,1.199780
_229_,VDD,Metal1,43.3100,63.9280,1.199503
_228_,VDD,Metal1,51.2500,41.9110,1.199373
_227_,VDD,Metal1,71.6300,41.9110,1.198975
_226_,VDD,Metal1,74.0300,26.1280,1.199091
_225_,VDD,Metal1,44.5300,26.1280,1.199212
_224_,VDD,Metal1,29.8700,26.1280,1.199799
_223_,VDD,Metal1,6.6100,86.6080,1.199500
_222_,VDD,Metal1,8.2700,79.7110,1.199913
_221_,VDD,Metal1,6.6100,64.5910,1.199883
_220_,VDD,Metal1,8.7500,63.9280,1.199895
_219_,VDD,Metal1,9.7100,48.8080,1.199923
_218_,VDD,Metal1,9.7100,41.9110,1.199904
_217_,VDD,Metal1,15.9500,33.6880,1.199928
_216_,VDD,Metal1,7.7900,26.1280,1.199829
_215_,VDD,Metal1,9.2300,26.1280,1.199831
_214_,VDD,Metal1,55.0900,79.7110,1.198567
_213_,VDD,Metal1,71.6300,48.8080,1.197290
_212_,VDD,Metal1,61.3300,79.7110,1.198549
_211_,VDD,Metal1,77.3900,79.7110,1.198390
_210_,VDD,Metal1,31.7160,19.2990,1.199936
_209_,VDD,Metal1,34.5230,86.5400,1.198709
_208_,VDD,Metal1,23.7610,86.6060,1.199335
_207_,VDD,Metal1,26.2970,79.5450,1.199613
_206_,VDD,Metal1,23.1900,79.6310,1.199887
_205_,VDD,Metal1,34.8400,79.0940,1.198717
_204_,VDD,Metal1,38.8500,79.0460,1.198661
_203_,VDD,Metal1,35.9630,79.7790,1.198705
_202_,VDD,Metal1,37.8170,71.9850,1.199812
_201_,VDD,Metal1,32.3100,79.1280,1.199416
_200_,VDD,Metal1,29.8130,79.0130,1.199552
_199_,VDD,Metal1,27.4620,79.2150,1.199554
_198_,VDD,Metal1,27.8030,86.5400,1.198954
_197_,VDD,Metal1,23.4830,87.3390,1.199335
_196_,VDD,Metal1,30.7200,71.3260,1.199906
_195_,VDD,Metal1,25.4400,78.8860,1.199618
_194_,VDD,Metal1,40.5610,71.4860,1.199787
_193_,VDD,Metal1,35.6700,71.5680,1.199905
_192_,VDD,Metal1,32.6930,63.8930,1.199525
_191_,VDD,Metal1,34.4570,64.4250,1.199521
_190_,VDD,Metal1,31.1630,64.6590,1.199528
_189_,VDD,Metal1,25.2010,64.5930,1.199631
_188_,VDD,Metal1,35.0400,63.7660,1.199521
_187_,VDD,Metal1,24.4800,63.7660,1.199631
_186_,VDD,Metal1,40.6560,49.4960,1.198236
_185_,VDD,Metal1,36.5820,49.3050,1.198392
_184_,VDD,Metal1,35.0930,48.7730,1.198432
_183_,VDD,Metal1,42.7200,49.6330,1.197357
_182_,VDD,Metal1,42.6830,56.3000,1.197516
_181_,VDD,Metal1,43.5770,48.9750,1.197354
_180_,VDD,Metal1,59.7980,41.9790,1.199030
_179_,VDD,Metal1,34.3450,49.4750,1.198432
_178_,VDD,Metal1,32.7420,48.9750,1.198504
_177_,VDD,Metal1,31.8900,49.4690,1.198546
_176_,VDD,Metal1,32.6030,57.0990,1.199898
_175_,VDD,Metal1,27.1210,63.9260,1.199631
_174_,VDD,Metal1,30.7200,48.6460,1.198546
_173_,VDD,Metal1,26.4000,42.0730,1.199900
_172_,VDD,Metal1,46.5230,48.7400,1.197349
_171_,VDD,Metal1,40.9500,41.8310,1.199695
_170_,VDD,Metal1,38.4530,41.9460,1.199723
_169_,VDD,Metal1,39.2570,48.9750,1.198254
_168_,VDD,Metal1,33.5630,41.9790,1.199801
_167_,VDD,Metal1,26.6410,48.8060,1.199890
_166_,VDD,Metal1,47.5200,41.0860,1.199388
_165_,VDD,Metal1,36.4800,42.0730,1.199725
_164_,VDD,Metal1,55.8160,41.7830,1.199263
_163_,VDD,Metal1,62.1700,41.1310,1.199026
_162_,VDD,Metal1,63.5750,34.3550,1.199879
_161_,VDD,Metal1,63.8400,42.0730,1.199006
_160_,VDD,Metal1,66.6900,34.3530,1.199864
_159_,VDD,Metal1,70.0430,41.1800,1.198975
_158_,VDD,Metal1,67.5770,41.7450,1.198992
_157_,VDD,Metal1,65.5450,26.1250,1.199123
_156_,VDD,Metal1,66.0010,41.2460,1.198995
_155_,VDD,Metal1,54.6830,41.1800,1.199263
_154_,VDD,Metal1,40.5610,41.2460,1.199695
_153_,VDD,Metal1,65.6570,33.8550,1.199867
_152_,VDD,Metal1,61.9500,26.7930,1.199167
_151_,VDD,Metal1,68.8810,26.1260,1.199104
_150_,VDD,Metal1,66.0010,26.7930,1.199123
_149_,VDD,Metal1,70.1160,26.8590,1.199103
_148_,VDD,Metal1,62.6410,26.1260,1.199164
_147_,VDD,Metal1,57.7020,19.0650,1.199711
_146_,VDD,Metal1,59.0700,26.1260,1.199203
_145_,VDD,Metal1,43.9100,19.3480,1.199727
_144_,VDD,Metal1,46.3450,19.2350,1.199718
_143_,VDD,Metal1,42.3500,18.5680,1.199727
_142_,VDD,Metal1,40.2830,26.8590,1.199252
_141_,VDD,Metal1,44.3980,26.7930,1.199212
_140_,VDD,Metal1,55.2360,26.8590,1.199211
_139_,VDD,Metal1,54.4810,19.2330,1.199713
_138_,VDD,Metal1,40.1050,19.2350,1.199752
_137_,VDD,Metal1,34.8900,26.7400,1.199253
_136_,VDD,Metal1,35.7580,19.2330,1.199929
_135_,VDD,Metal1,65.7300,79.0460,1.198390
_134_,VDD,Metal1,65.4230,64.6160,1.199296
_133_,VDD,Metal1,67.0920,57.0380,1.197384
_132_,VDD,Metal1,69.3350,56.3650,1.197383
_131_,VDD,Metal1,73.8170,56.5350,1.197172
_130_,VDD,Metal1,72.5820,64.4250,1.199275
_129_,VDD,Metal1,69.9770,56.8650,1.197382
_128_,VDD,Metal1,67.8230,64.6160,1.199296
_127_,VDD,Metal1,70.0800,64.7530,1.199296
_126_,VDD,Metal1,65.1770,56.8650,1.197384
_125_,VDD,Metal1,12.4910,26.8360,1.199848
_124_,VDD,Metal1,12.4910,26.0830,1.199848
_123_,VDD,Metal1,12.9710,33.6430,1.199927
_122_,VDD,Metal1,12.4680,41.2030,1.199916
_121_,VDD,Metal1,12.4680,49.5160,1.199927
_120_,VDD,Metal1,12.4680,57.0760,1.199883
_119_,VDD,Metal1,12.4680,71.4430,1.199919
_118_,VDD,Metal1,12.4680,79.0030,1.199916
_117_,VDD,Metal1,12.4680,87.3160,1.199617
